datas,labels
"[[[ 23  42  64]
  [ 33  52  77]
  [ 53  74 105]
  ...
  [ 21  25  26]
  [ 20  19  18]
  [ 20  18  15]]

 [[ 25  44  65]
  [ 35  54  79]
  [ 54  75 107]
  ...
  [ 21  26  26]
  [ 19  19  18]
  [ 19  17  16]]

 [[ 34  53  77]
  [ 43  63  90]
  [ 57  80 112]
  ...
  [ 21  26  28]
  [ 18  19  19]
  [ 18  17  16]]

 ...

 [[ 41  33  30]
  [ 45  39  36]
  [ 58  54  52]
  ...
  [ 53  55  54]
  [ 55  56  52]
  [ 55  56  53]]

 [[ 46  33  29]
  [ 45  35  31]
  [ 50  44  41]
  ...
  [ 54  61  66]
  [ 53  56  56]
  [ 53  56  53]]

 [[ 49  34  29]
  [ 46  34  29]
  [ 47  40  36]
  ...
  [ 56  65  73]
  [ 52  57  59]
  [ 52  56  54]]]",[0. 1. 0.]
"[[[ 76  91 166]
  [ 76  92 167]
  [ 77  94 170]
  ...
  [ 80  95 170]
  [ 77  91 168]
  [ 76  89 166]]

 [[ 78  93 166]
  [ 78  94 168]
  [ 78  95 171]
  ...
  [ 81  96 169]
  [ 78  92 167]
  [ 76  90 166]]

 [[ 81  97 167]
  [ 81  98 169]
  [ 81  99 171]
  ...
  [ 80  95 167]
  [ 78  93 166]
  [ 77  91 166]]

 ...

 [[196 158 132]
  [196 159 131]
  [195 160 127]
  ...
  [230 203 173]
  [232 207 177]
  [233 209 179]]

 [[199 159 137]
  [199 160 136]
  [198 161 133]
  ...
  [232 205 175]
  [236 211 181]
  [237 213 184]]

 [[201 160 139]
  [200 161 138]
  [200 162 135]
  ...
  [233 206 176]
  [237 212 183]
  [239 215 186]]]",[0. 1. 0.]
"[[[ 26  33  33]
  [ 26  31  32]
  [ 24  27  28]
  ...
  [ 45  48  68]
  [ 44  48  68]
  [ 44  48  68]]

 [[ 25  32  32]
  [ 25  30  31]
  [ 24  26  27]
  ...
  [ 44  48  68]
  [ 43  47  67]
  [ 43  46  66]]

 [[ 22  29  30]
  [ 22  28  28]
  [ 22  25  25]
  ...
  [ 44  47  68]
  [ 41  45  65]
  [ 40  43  64]]

 ...

 [[ 13  15  24]
  [ 13  15  28]
  [ 15  20  42]
  ...
  [122 151 212]
  [124 152 215]
  [125 153 216]]

 [[ 17  16  25]
  [ 16  17  28]
  [ 18  21  40]
  ...
  [122 150 214]
  [124 152 217]
  [125 153 218]]

 [[ 18  17  24]
  [ 17  17  28]
  [ 19  21  38]
  ...
  [122 150 214]
  [125 152 217]
  [126 153 218]]]",[0. 1. 0.]
"[[[250 248 247]
  [250 248 246]
  [249 249 245]
  ...
  [ 29  29  39]
  [ 28  26  37]
  [ 28  25  36]]

 [[251 248 247]
  [251 248 247]
  [249 249 246]
  ...
  [ 29  29  40]
  [ 28  26  37]
  [ 28  25  36]]

 [[251 249 248]
  [250 249 248]
  [249 249 247]
  ...
  [ 31  29  40]
  [ 30  26  38]
  [ 30  25  36]]

 ...

 [[155 164 182]
  [164 170 182]
  [179 178 179]
  ...
  [231 203 170]
  [234 207 173]
  [235 208 174]]

 [[148 158 185]
  [158 165 186]
  [175 176 186]
  ...
  [231 204 171]
  [232 206 172]
  [232 206 172]]

 [[148 158 189]
  [157 166 191]
  [175 178 192]
  ...
  [231 205 172]
  [231 206 172]
  [231 206 172]]]",[0. 1. 0.]
"[[[170 171 175]
  [162 163 166]
  [148 149 151]
  ...
  [ 52  42  25]
  [ 53  43  27]
  [ 53  43  28]]

 [[182 185 191]
  [177 179 184]
  [167 169 173]
  ...
  [ 49  40  23]
  [ 50  41  26]
  [ 50  41  27]]

 [[200 207 214]
  [199 206 213]
  [197 203 209]
  ...
  [ 46  37  23]
  [ 48  40  26]
  [ 48  40  27]]

 ...

 [[159 169 182]
  [155 165 177]
  [146 155 166]
  ...
  [155 152 137]
  [157 152 139]
  [158 153 140]]

 [[148 158 171]
  [144 154 166]
  [134 144 155]
  ...
  [146 141 127]
  [148 142 129]
  [149 142 129]]

 [[144 155 166]
  [140 150 162]
  [130 141 152]
  ...
  [144 138 124]
  [146 139 126]
  [147 140 127]]]",[0. 1. 0.]
"[[[113 122 106]
  [113 121 106]
  [114 121 105]
  ...
  [ 47  40  24]
  [ 45  41  24]
  [ 45  41  24]]

 [[114 122 106]
  [115 122 107]
  [115 122 107]
  ...
  [ 47  40  23]
  [ 46  40  24]
  [ 45  40  24]]

 [[118 125 109]
  [118 125 110]
  [118 125 111]
  ...
  [ 45  38  23]
  [ 46  38  23]
  [ 46  38  23]]

 ...

 [[ 53  45 214]
  [ 53  44 215]
  [ 53  42 215]
  ...
  [154 173 180]
  [155 174 181]
  [155 174 182]]

 [[ 51  43 217]
  [ 51  43 217]
  [ 53  42 216]
  ...
  [154 174 181]
  [155 175 182]
  [156 175 182]]

 [[ 50  42 219]
  [ 51  42 218]
  [ 54  42 216]
  ...
  [155 174 181]
  [156 175 182]
  [156 175 183]]]",[0. 1. 0.]
"[[[ 65  75  90]
  [ 66  75  92]
  [ 67  77  96]
  ...
  [ 68  78  95]
  [ 68  78  93]
  [ 68  78  92]]

 [[ 66  77  92]
  [ 67  77  94]
  [ 68  79  98]
  ...
  [ 69  79  96]
  [ 69  79  95]
  [ 69  79  94]]

 [[ 69  81  98]
  [ 70  81  99]
  [ 71  83 103]
  ...
  [ 71  83 101]
  [ 71  83  99]
  [ 71  83  98]]

 ...

 [[ 44  43  23]
  [ 45  43  22]
  [ 48  44  22]
  ...
  [ 70  62  16]
  [ 70  62  12]
  [ 70  62  10]]

 [[ 43  41  22]
  [ 43  42  22]
  [ 46  43  22]
  ...
  [ 71  63  13]
  [ 71  63  10]
  [ 71  63   8]]

 [[ 42  41  22]
  [ 43  41  22]
  [ 45  42  22]
  ...
  [ 71  63  12]
  [ 72  64   9]
  [ 72  64   8]]]",[0. 1. 0.]
"[[[ 45  53  83]
  [ 48  56  87]
  [ 52  61  94]
  ...
  [ 85 105 165]
  [ 84 101 166]
  [ 83 100 166]]

 [[ 46  54  85]
  [ 49  57  88]
  [ 52  61  94]
  ...
  [ 87 107 168]
  [ 85 103 168]
  [ 85 101 168]]

 [[ 48  57  88]
  [ 50  58  91]
  [ 52  62  96]
  ...
  [ 90 110 172]
  [ 88 106 172]
  [ 87 104 172]]

 ...

 [[ 10  11  10]
  [ 10  11  10]
  [ 11  11  10]
  ...
  [ 32  21  21]
  [ 30  21  19]
  [ 29  20  18]]

 [[ 11  12  11]
  [ 11  12  10]
  [ 11  12  10]
  ...
  [ 32  20  23]
  [ 29  20  20]
  [ 28  20  19]]

 [[ 11  12  11]
  [ 11  12  10]
  [ 12  12  10]
  ...
  [ 31  20  23]
  [ 29  20  20]
  [ 28  20  19]]]",[0. 1. 0.]
"[[[ 14  15  11]
  [ 13  15  11]
  [ 13  15  11]
  ...
  [ 57  76 131]
  [ 57  75 127]
  [ 57  75 125]]

 [[ 14  15  11]
  [ 14  15  12]
  [ 14  15  12]
  ...
  [ 55  74 128]
  [ 56  74 124]
  [ 57  74 123]]

 [[ 16  17  13]
  [ 16  17  14]
  [ 16  17  14]
  ...
  [ 53  71 123]
  [ 56  72 120]
  [ 57  73 119]]

 ...

 [[ 30  36  54]
  [ 28  33  49]
  [ 22  25  38]
  ...
  [ 81 100 137]
  [ 65  82 114]
  [ 57  72 102]]

 [[ 22  27  42]
  [ 20  25  38]
  [ 16  18  27]
  ...
  [ 61  77 110]
  [ 43  56  84]
  [ 34  47  72]]

 [[ 18  24  37]
  [ 16  21  33]
  [ 13  15  23]
  ...
  [ 52  67  96]
  [ 33  46  70]
  [ 25  36  59]]]",[0. 1. 0.]
"[[[ 53  73 111]
  [ 53  73 112]
  [ 53  74 113]
  ...
  [194 205 209]
  [193 206 209]
  [192 207 208]]

 [[ 53  74 112]
  [ 53  74 113]
  [ 54  75 115]
  ...
  [194 205 210]
  [193 206 209]
  [192 207 209]]

 [[ 54  75 114]
  [ 54  75 115]
  [ 55  76 117]
  ...
  [190 201 208]
  [193 205 210]
  [193 207 210]]

 ...

 [[135 147 168]
  [136 148 167]
  [139 150 166]
  ...
  [ 79  94  95]
  [ 87 102 105]
  [ 93 109 111]]

 [[156 161 171]
  [155 160 169]
  [154 159 166]
  ...
  [ 85 101 102]
  [ 80  95  98]
  [ 80  95  98]]

 [[162 166 171]
  [160 164 169]
  [158 162 166]
  ...
  [ 91 108 108]
  [ 79  94  96]
  [ 75  91  93]]]",[0. 1. 0.]
"[[[ 24  17  20]
  [ 23  18  20]
  [ 21  19  19]
  ...
  [ 64  85 147]
  [ 56  75 126]
  [ 52  68 115]]

 [[ 22  16  18]
  [ 21  17  19]
  [ 20  19  19]
  ...
  [ 64  87 150]
  [ 58  78 130]
  [ 54  72 119]]

 [[ 18  14  16]
  [ 18  15  17]
  [ 17  18  19]
  ...
  [ 65  90 156]
  [ 61  84 138]
  [ 59  79 129]]

 ...

 [[211 200 192]
  [214 203 198]
  [205 196 196]
  ...
  [146 137 128]
  [147 138 128]
  [148 138 128]]

 [[218 205 196]
  [221 208 202]
  [211 199 199]
  ...
  [146 137 128]
  [147 137 128]
  [147 137 128]]

 [[220 206 197]
  [223 209 202]
  [213 201 200]
  ...
  [146 136 128]
  [147 136 128]
  [147 137 128]]]",[0. 1. 0.]
"[[[  0   0   0]
  [227 227 227]
  [103 104 104]
  ...
  [ 18  23  24]
  [ 13  21  21]
  [  9  14  15]]

 [[  0   0   0]
  [ 65  64  63]
  [206 207 206]
  ...
  [ 12  19  22]
  [ 16  20  25]
  [ 18  22  27]]

 [[  0   0   0]
  [ 75  74  76]
  [139 138 140]
  ...
  [ 11  16  17]
  [ 12  15  19]
  [ 13  16  20]]

 ...

 [[  0   0   0]
  [211 194 139]
  [220 200 143]
  ...
  [ 27  32  30]
  [ 40  48  47]
  [ 29  36  38]]

 [[  0   0   0]
  [209 193 140]
  [215 196 139]
  ...
  [ 36  39  47]
  [ 29  37  44]
  [ 30  38  45]]

 [[  0   0   0]
  [211 193 140]
  [217 196 138]
  ...
  [ 45  47  66]
  [173 177 201]
  [172 176 199]]]",[0. 1. 0.]
"[[[  0   0   0]
  [ 42  47  50]
  [ 44  48  50]
  ...
  [ 78  68  69]
  [ 79  69  69]
  [ 78  69  69]]

 [[  0   0   0]
  [ 41  45  47]
  [ 43  46  47]
  ...
  [ 77  67  68]
  [ 78  68  68]
  [ 78  68  68]]

 [[  0   0   0]
  [ 41  43  44]
  [ 43  43  44]
  ...
  [ 76  65  67]
  [ 77  66  68]
  [ 77  67  68]]

 ...

 [[  0   0   0]
  [105 129 141]
  [117 144 157]
  ...
  [ 32  35  41]
  [ 31  34  39]
  [ 30  33  39]]

 [[  0   0   0]
  [103 124 136]
  [116 138 152]
  ...
  [ 33  35  40]
  [ 33  34  39]
  [ 32  34  39]]

 [[  0   0   0]
  [101 120 133]
  [115 135 149]
  ...
  [ 34  36  40]
  [ 34  35  39]
  [ 34  35  39]]]",[0. 1. 0.]
"[[[  0   0   0]
  [ 43  35  36]
  [ 50  51  54]
  ...
  [ 71  80  95]
  [ 74  87  99]
  [ 72  85 106]]

 [[  0   0   0]
  [ 41  34  33]
  [ 43  41  40]
  ...
  [ 77  89 118]
  [ 81  93 124]
  [ 80  89 122]]

 [[  0   0   0]
  [ 42  35  32]
  [ 44  37  34]
  ...
  [ 89 102 134]
  [ 86  98 133]
  [ 85  97 133]]

 ...

 [[  0   0   0]
  [ 81  98 137]
  [ 80  97 136]
  ...
  [ 34  36  44]
  [ 39  41  49]
  [ 38  42  43]]

 [[  0   0   0]
  [ 88 104 142]
  [ 87 103 142]
  ...
  [ 37  39  47]
  [ 38  41  47]
  [ 34  38  39]]

 [[  0   0   0]
  [ 89 105 142]
  [ 91 105 144]
  ...
  [ 36  39  47]
  [ 34  37  42]
  [ 34  38  39]]]",[0. 1. 0.]
"[[[  0   0   0]
  [ 67  78 105]
  [ 57  68  99]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [ 59  74 112]
  [ 53  65 108]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [ 55  70 118]
  [ 51  63 112]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[  0   0   0]
  [155 118 167]
  [150 110 165]
  ...
  [ 30  43  63]
  [ 36  48  68]
  [ 37  48  66]]

 [[  0   0   0]
  [168 140 176]
  [165 136 173]
  ...
  [ 33  42  55]
  [ 27  36  47]
  [ 24  33  43]]

 [[  0   0   0]
  [179 157 191]
  [179 158 186]
  ...
  [ 35  41  51]
  [ 35  39  50]
  [ 21  26  35]]]",[0. 1. 0.]
"[[[ 0  0  0]
  [19 23 23]
  [22 25 30]
  ...
  [19 21 21]
  [18 19 19]
  [18 20 20]]

 [[ 0  0  0]
  [20 25 24]
  [22 25 29]
  ...
  [20 22 22]
  [19 21 22]
  [17 19 20]]

 [[ 0  0  0]
  [22 26 26]
  [21 25 26]
  ...
  [20 26 37]
  [16 25 31]
  [17 23 27]]

 ...

 [[ 0  0  0]
  [13 18 18]
  [13 18 17]
  ...
  [17 19 20]
  [17 19 20]
  [17 19 20]]

 [[ 0  0  0]
  [13 18 17]
  [13 18 17]
  ...
  [17 19 20]
  [17 19 20]
  [17 19 20]]

 [[ 0  0  0]
  [15 17 17]
  [16 18 18]
  ...
  [17 19 20]
  [17 19 20]
  [17 19 20]]]",[0. 1. 0.]
"[[[  0   0   0]
  [197 172 152]
  [196 172 154]
  ...
  [ 43  37  38]
  [ 44  38  39]
  [ 44  38  39]]

 [[  0   0   0]
  [197 174 149]
  [195 172 149]
  ...
  [ 43  37  38]
  [ 43  37  38]
  [ 44  38  39]]

 [[  0   0   0]
  [197 174 149]
  [194 172 148]
  ...
  [ 42  36  37]
  [ 43  37  38]
  [ 43  37  38]]

 ...

 [[  0   0   0]
  [254 254 254]
  [254 253 253]
  ...
  [235 243 242]
  [241 246 246]
  [243 246 249]]

 [[  0   0   0]
  [253 254 255]
  [254 253 253]
  ...
  [251 253 253]
  [251 253 253]
  [250 252 252]]

 [[  0   0   0]
  [242 250 254]
  [249 249 253]
  ...
  [251 253 253]
  [251 253 253]
  [250 252 252]]]",[0. 1. 0.]
"[[[  0   0   0]
  [ 98 110 114]
  [ 95 107 111]
  ...
  [ 88  94  99]
  [ 88  94  99]
  [ 88  94  99]]

 [[  0   0   0]
  [100 108 115]
  [ 96 105 112]
  ...
  [ 90  96  99]
  [ 90  95  98]
  [ 89  94  98]]

 [[  0   0   0]
  [101 108 115]
  [ 97 106 113]
  ...
  [ 91  96  99]
  [ 90  95  98]
  [ 90  95  98]]

 ...

 [[  0   0   0]
  [129 152 153]
  [131 154 157]
  ...
  [ 91 100 110]
  [ 90  99 109]
  [ 89  98 108]]

 [[  0   0   0]
  [123 152 157]
  [124 154 159]
  ...
  [ 94 101 113]
  [ 93 100 112]
  [ 92  99 112]]

 [[  0   0   0]
  [117 150 156]
  [117 151 158]
  ...
  [ 96 102 115]
  [ 96 102 115]
  [ 96 102 115]]]",[0. 1. 0.]
"[[[  0   0   0]
  [150 149 149]
  [102 100 100]
  ...
  [ 78  84  89]
  [ 79  84  87]
  [ 82  87  90]]

 [[  0   0   0]
  [114 114 114]
  [ 89  89  89]
  ...
  [ 78  84  89]
  [ 79  84  87]
  [ 82  87  90]]

 [[  0   0   0]
  [ 90  90  90]
  [ 94  94  94]
  ...
  [ 78  84  89]
  [ 79  84  87]
  [ 82  87  90]]

 ...

 [[  0   0   0]
  [ 87 118 120]
  [ 88 125 129]
  ...
  [105 116 140]
  [ 99 113 135]
  [ 97 111 130]]

 [[  0   0   0]
  [ 88 108 105]
  [ 89 115 116]
  ...
  [103 109 129]
  [ 98 109 125]
  [ 96 108 123]]

 [[  0   0   0]
  [ 87 103  99]
  [ 85 106 105]
  ...
  [ 98 104 123]
  [ 95 104 118]
  [ 94 103 116]]]",[0. 1. 0.]
"[[[  0   0   0]
  [157 146 124]
  [ 89  82  64]
  ...
  [  4  10   9]
  [  1   6   5]
  [  2   5   4]]

 [[  0   0   0]
  [170 155 130]
  [108  96  75]
  ...
  [  4   9   9]
  [  2   7   7]
  [  3   7   7]]

 [[  0   0   0]
  [184 166 138]
  [136 120  95]
  ...
  [  5   9  10]
  [  3   7   8]
  [  4   8   9]]

 ...

 [[  0   0   0]
  [ 60  44  19]
  [ 65  50  25]
  ...
  [ 19  27  41]
  [ 23  31  45]
  [ 29  38  51]]

 [[  0   0   0]
  [ 85  66  35]
  [ 95  76  46]
  ...
  [ 14  21  32]
  [ 18  25  36]
  [ 25  32  42]]

 [[  0   0   0]
  [107  85  50]
  [118  96  64]
  ...
  [ 12  17  26]
  [ 16  21  30]
  [ 22  28  35]]]",[0. 1. 0.]
"[[[ 0  0  0]
  [55 67 71]
  [67 79 83]
  ...
  [18 18 18]
  [13 13 13]
  [15 15 15]]

 [[ 0  0  0]
  [51 62 67]
  [63 75 79]
  ...
  [16 19 17]
  [11 13 13]
  [13 15 16]]

 [[ 0  0  0]
  [63 75 79]
  [62 74 78]
  ...
  [13 20 17]
  [11 16 17]
  [13 17 22]]

 ...

 [[ 0  0  0]
  [61 57 86]
  [55 51 80]
  ...
  [11 18 38]
  [15 22 41]
  [15 21 41]]

 [[ 0  0  0]
  [56 52 81]
  [50 46 75]
  ...
  [14 21 40]
  [18 25 44]
  [18 25 44]]

 [[ 0  0  0]
  [53 49 78]
  [47 43 72]
  ...
  [16 23 42]
  [19 26 45]
  [19 26 45]]]",[0. 1. 0.]
"[[[  0   0   0]
  [ 43  61 107]
  [ 43  62 107]
  ...
  [ 65  80 122]
  [ 59  73 112]
  [ 51  63  99]]

 [[  0   0   0]
  [ 40  59 104]
  [ 40  59 104]
  ...
  [ 40  52  91]
  [ 37  48  83]
  [ 30  39  71]]

 [[  0   0   0]
  [ 37  56 101]
  [ 37  56 101]
  ...
  [ 21  33  68]
  [ 21  29  61]
  [ 18  24  53]]

 ...

 [[  0   0   0]
  [ 11  20  53]
  [ 14  23  56]
  ...
  [ 14  18  48]
  [ 15  19  47]
  [ 15  19  47]]

 [[  0   0   0]
  [ 16  25  58]
  [ 17  26  59]
  ...
  [ 15  18  48]
  [ 15  19  47]
  [ 15  19  47]]

 [[  0   0   0]
  [ 22  31  64]
  [ 21  30  63]
  ...
  [ 15  18  48]
  [ 15  19  47]
  [ 15  19  47]]]",[0. 1. 0.]
"[[[  0   0   0]
  [221 220 224]
  [217 215 220]
  ...
  [159 148 169]
  [199 188 205]
  [235 227 237]]

 [[  0   0   0]
  [219 218 222]
  [215 214 219]
  ...
  [163 152 173]
  [203 192 210]
  [236 228 239]]

 [[  0   0   0]
  [215 214 219]
  [212 211 217]
  ...
  [173 161 184]
  [213 202 221]
  [240 232 243]]

 ...

 [[  0   0   0]
  [ 65  51  55]
  [ 67  52  56]
  ...
  [160 174 214]
  [163 177 214]
  [165 179 212]]

 [[  0   0   0]
  [ 91  77  83]
  [ 84  70  75]
  ...
  [158 170 208]
  [160 173 208]
  [163 175 207]]

 [[  0   0   0]
  [102  88  94]
  [ 91  77  83]
  ...
  [156 168 206]
  [159 171 206]
  [162 173 205]]]",[0. 1. 0.]
"[[[  0   0   0]
  [ 10  12   0]
  [ 14  16   3]
  ...
  [ 21  29  36]
  [ 26  33  39]
  [ 31  37  42]]

 [[  0   0   0]
  [ 11  13   0]
  [ 16  17   3]
  ...
  [ 21  30  37]
  [ 26  33  40]
  [ 30  37  42]]

 [[  0   0   0]
  [ 21  19   4]
  [ 27  25   9]
  ...
  [ 25  35  48]
  [ 27  37  48]
  [ 29  38  48]]

 ...

 [[  0   0   0]
  [ 25  17  18]
  [ 24  16  18]
  ...
  [ 86 109 134]
  [ 87 109 135]
  [ 88 109 136]]

 [[  0   0   0]
  [ 29  21  24]
  [ 28  21  25]
  ...
  [ 75  96 119]
  [ 77  97 120]
  [ 79  98 121]]

 [[  0   0   0]
  [ 29  22  25]
  [ 28  21  25]
  ...
  [ 74  95 117]
  [ 76  96 118]
  [ 78  97 120]]]",[0. 1. 0.]
"[[[ 0  0  0]
  [49 29 24]
  [42 23 18]
  ...
  [65 54 54]
  [67 55 55]
  [70 58 59]]

 [[ 0  0  0]
  [49 31 24]
  [45 26 21]
  ...
  [61 48 49]
  [61 48 50]
  [64 52 53]]

 [[ 0  0  0]
  [51 33 26]
  [49 30 24]
  ...
  [58 45 48]
  [58 45 48]
  [61 48 51]]

 ...

 [[ 0  0  0]
  [46 33 31]
  [43 29 30]
  ...
  [48 39 44]
  [50 42 46]
  [54 45 48]]

 [[ 0  0  0]
  [47 34 32]
  [46 33 32]
  ...
  [53 44 48]
  [57 47 51]
  [61 51 54]]

 [[ 0  0  0]
  [48 35 33]
  [49 36 34]
  ...
  [59 50 53]
  [63 53 56]
  [69 58 60]]]",[0. 1. 0.]
"[[[  0   0   0]
  [ 65  55  55]
  [ 63  55  56]
  ...
  [ 48  44  50]
  [ 48  44  50]
  [ 52  48  54]]

 [[  0   0   0]
  [ 61  49  49]
  [ 64  55  55]
  ...
  [ 46  43  51]
  [ 48  46  52]
  [ 51  49  54]]

 [[  0   0   0]
  [ 78  66  65]
  [ 62  52  51]
  ...
  [ 48  47  56]
  [ 52  49  58]
  [ 55  52  60]]

 ...

 [[  0   0   0]
  [165 138 133]
  [161 136 132]
  ...
  [ 95  82  79]
  [ 89  74  71]
  [ 88  73  66]]

 [[  0   0   0]
  [174 143 133]
  [150 121 112]
  ...
  [130 116 110]
  [120 107 100]
  [121 106  99]]

 [[  0   0   0]
  [117  85  72]
  [ 81  54  43]
  ...
  [184 172 166]
  [173 162 154]
  [171 158 150]]]",[0. 1. 0.]
"[[[  0   0   0]
  [ 84  70 124]
  [ 87  75 127]
  ...
  [ 56  49  52]
  [ 57  50  53]
  [ 58  51  54]]

 [[  0   0   0]
  [ 86  74 126]
  [ 90  80 131]
  ...
  [ 56  49  52]
  [ 58  51  54]
  [ 61  54  57]]

 [[  0   0   0]
  [108 100 148]
  [114 109 155]
  ...
  [ 56  49  52]
  [ 59  52  55]
  [ 63  58  60]]

 ...

 [[  0   0   0]
  [146 133 156]
  [151 139 162]
  ...
  [ 55  51  61]
  [ 60  54  64]
  [ 64  56  66]]

 [[  0   0   0]
  [139 126 150]
  [146 133 158]
  ...
  [ 61  56  65]
  [ 64  56  65]
  [ 69  60  69]]

 [[  0   0   0]
  [130 116 140]
  [135 124 150]
  ...
  [ 65  61  67]
  [ 68  61  66]
  [ 73  63  69]]]",[0. 1. 0.]
"[[[  0   0   0]
  [ 12  16  11]
  [ 12  16  11]
  ...
  [ 11  16  14]
  [ 10  15  13]
  [ 10  15  13]]

 [[  0   0   0]
  [ 12  16  11]
  [ 12  16  11]
  ...
  [  9  14  12]
  [  9  14  12]
  [  9  14  12]]

 [[  0   0   0]
  [ 11  15  12]
  [ 11  15  12]
  ...
  [  9  14  12]
  [  9  14  11]
  [  8  13  11]]

 ...

 [[  0   0   0]
  [119 133 142]
  [102 117 127]
  ...
  [ 46  63 101]
  [ 46  62  99]
  [ 43  59  96]]

 [[  0   0   0]
  [131 143 150]
  [118 132 141]
  ...
  [ 48  65 103]
  [ 49  66 103]
  [ 48  64 102]]

 [[  0   0   0]
  [140 150 157]
  [136 148 155]
  ...
  [ 61  78 117]
  [ 59  76 115]
  [ 57  74 114]]]",[0. 1. 0.]
"[[[  0   0   0]
  [ 36  58 247]
  [ 30  55 248]
  ...
  [ 20  28  40]
  [ 20  30  40]
  [ 19  29  39]]

 [[  0   0   0]
  [ 33  58 250]
  [ 27  54 251]
  ...
  [ 21  28  40]
  [ 23  30  41]
  [ 20  29  40]]

 [[  0   0   0]
  [ 28  58 254]
  [ 21  53 254]
  ...
  [ 23  28  40]
  [ 26  32  42]
  [ 23  31  41]]

 ...

 [[  0   0   0]
  [  4  22 199]
  [  3  24 195]
  ...
  [114 121 131]
  [119 128 137]
  [113 125 131]]

 [[  0   0   0]
  [  1   8 189]
  [  1  11 185]
  ...
  [129 134 137]
  [136 142 145]
  [136 144 144]]

 [[  0   0   0]
  [  0   0 183]
  [  0   3 178]
  ...
  [138 141 140]
  [146 151 149]
  [150 155 151]]]",[0. 1. 0.]
"[[[  0   0   0]
  [226 223 213]
  [170 166 155]
  ...
  [ 48  40  18]
  [ 47  38  19]
  [ 44  37  18]]

 [[  0   0   0]
  [222 221 211]
  [167 164 153]
  ...
  [ 50  41  21]
  [ 49  39  21]
  [ 46  37  21]]

 [[  0   0   0]
  [222 222 212]
  [153 151 141]
  ...
  [ 48  38  21]
  [ 48  38  22]
  [ 45  36  22]]

 ...

 [[  0   0   0]
  [ 55  43  34]
  [165 155 145]
  ...
  [154 141 133]
  [113 107  93]
  [102 101  82]]

 [[  0   0   0]
  [ 34  23  13]
  [132 122 112]
  ...
  [187 174 161]
  [106 100  85]
  [105 104  86]]

 [[  0   0   0]
  [ 38  26  16]
  [ 83  73  63]
  ...
  [104  94  80]
  [100  95  80]
  [ 97  98  83]]]",[0. 1. 0.]
"[[[  0   0   0]
  [ 56  49  33]
  [ 80  71  45]
  ...
  [122 130 138]
  [120 132 148]
  [118 132 157]]

 [[  0   0   0]
  [ 60  52  23]
  [ 82  73  29]
  ...
  [145 156 166]
  [142 158 176]
  [116 133 159]]

 [[  0   0   0]
  [ 99  83  45]
  [128 109  51]
  ...
  [160 171 183]
  [144 160 179]
  [114 135 161]]

 ...

 [[  0   0   0]
  [123 103 135]
  [111  83 118]
  ...
  [ 80  84  93]
  [ 69  72  80]
  [ 67  69  77]]

 [[  0   0   0]
  [144 124 154]
  [140 109 146]
  ...
  [ 77  81  89]
  [ 68  71  76]
  [ 57  60  65]]

 [[  0   0   0]
  [150 129 158]
  [138 104 144]
  ...
  [ 77  81  86]
  [ 71  74  79]
  [ 61  62  67]]]",[0. 1. 0.]
"[[[  0   0   0]
  [125 140 136]
  [159 174 170]
  ...
  [ 72  82  89]
  [ 75  83  90]
  [ 84  89  94]]

 [[  0   0   0]
  [ 88 103  99]
  [123 138 134]
  ...
  [ 29  37  46]
  [ 26  32  41]
  [ 23  27  36]]

 [[  0   0   0]
  [ 74  88  86]
  [ 87 102  99]
  ...
  [ 47  55  68]
  [ 35  41  52]
  [ 28  32  43]]

 ...

 [[  0   0   0]
  [ 59  59  65]
  [ 61  63  72]
  ...
  [ 41  39  64]
  [ 30  28  46]
  [ 23  20  32]]

 [[  0   0   0]
  [ 57  60  65]
  [ 62  62  72]
  ...
  [ 35  33  54]
  [ 24  22  34]
  [ 21  18  28]]

 [[  0   0   0]
  [ 54  57  63]
  [ 62  62  73]
  ...
  [ 23  18  33]
  [ 22  14  24]
  [ 22  15  22]]]",[0. 1. 0.]
"[[[  0   0   0]
  [ 15  27  61]
  [ 17  30  61]
  ...
  [ 43  45  45]
  [ 41  43  43]
  [ 39  41  41]]

 [[  0   0   0]
  [ 14  21  60]
  [ 15  23  60]
  ...
  [ 41  43  43]
  [ 39  41  41]
  [ 38  40  40]]

 [[  0   0   0]
  [ 14  16  64]
  [ 14  18  61]
  ...
  [ 38  43  42]
  [ 36  41  39]
  [ 34  39  38]]

 ...

 [[  0   0   0]
  [102  76 132]
  [103  78 134]
  ...
  [ 30  28  28]
  [ 30  28  27]
  [ 30  28  27]]

 [[  0   0   0]
  [108  77 132]
  [110  81 137]
  ...
  [ 28  26  26]
  [ 28  26  25]
  [ 28  26  25]]

 [[  0   0   0]
  [103  71 125]
  [109  77 132]
  ...
  [ 26  24  24]
  [ 26  24  23]
  [ 26  24  23]]]",[0. 1. 0.]
